id,name,วัสดุ,วัสดุที่ใช้คำนวนค่าแรง,markup,กว้าง,ยาว,หนา,มูลค่าต้นทุน,ราคาขาย,ความเร็วตัดงาน,ความเร็วระหว่างจุด,เวลาเจาะงาน,gas,pressure,nozzle diameter,corner valid,corner length,corner speed,corner cooling time,corner beam on time,evade,start time valid,start time length,start time speed,start cooling time,start beam on time,salary,man count,man work hour,factory rate,machine cost,machine count,machine work hour,consumable part MTN cost,laser gas cost,laser gas power,electric unit cost,power,rate of operation
92,SUS304HL-1.2x3.0T2.0,แผ่นสแตนเลส SUS 304 HL,SUS-2.0mm.,1.4,1200,3000,2,5200,5778,3000,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,2,300,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
93,SUS304HL-1.5x3.0T2.0,แผ่นสแตนเลส SUS 304 HL,SUS-2.0mm.,1.4,1500,3000,2,6600,7334,3000,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,2,300,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
94,SUS304HL-1.2x2.4T3.0,แผ่นสแตนเลส SUS 304 HL,SUS-3.0mm.,1.4,1200,2400,3,5500,6112,1700,48000,0.4,N2,7,2.5,0,3,300,0,0,30,1,3,500,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
95,SUS304HL-1.5x3.0T3.0,แผ่นสแตนเลส SUS 304 HL,SUS-3.0mm.,1.4,1500,3000,3,9800,10889,1700,48000,0.4,N2,7,2.5,0,3,300,0,0,30,1,3,500,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
96,SUS304HL-1.2x2.4T1.0BK,แผ่นสแตนเลส SUS 304 HL NO.85 (แผ่นสี),SUS-1.0mm.,1.4,1200,2400,1,8800,9778,7500,48000,0.1,N2H,8,1.7,0,3,300,0,0,30,0,2,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
97,SUS304HL-1.2x3.0T1.2BK,แผ่นสแตนเลส SUS 304 NO.85 (แผ่นสี),SUS-1.5mm.,1.4,1200,3000,1.2,9000,10000,4200,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,2,300,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
98,SUS304MR-1.2x2.4T1.0G,แผ่นสแตนเลส SUS 304 NO.8 (แผ่นสี),SUS-1.0mm.,1.4,1200,2400,1,6237,6930,7500,48000,0.1,N2H,8,1.7,0,3,300,0,0,30,0,2,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
99,SUS304MR-1.2x2.4T1.2G,แผ่นสแตนเลส SUS 304 NO.8 (แผ่นสี),SUS-1.5mm.,1.4,1200,2400,1.2,7400,8223,4200,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,2,300,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
100,SUS304MR-1.2x3.0T1.2G,แผ่นสแตนเลส SUS 304 NO.8 (แผ่นสี),SUS-1.5mm.,1.4,1200,3000,1.2,9900,11000,4200,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,2,300,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
101,SUS304MR-1.2x2.4T1.2RG,แผ่นสแตนเลส SUS 304 NO.8 (แผ่นสี),SUS-1.5mm.,1.4,1200,2400,1.2,10000,11112,4200,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,2,300,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
102,SUS304MR-1.2x2.4T1.2CPG,แผ่นสแตนเลส SUS 304 NO.8 (แผ่นสี),SUS-1.5mm.,1.4,1200,2400,1.2,11000,12223,4200,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,2,300,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
103,AL1100-1.2x2.4T1.0,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-1.0mm,1.5,1200,2400,1,985,1095,6000,48000,0.2,N2H,6.5,2.5,0,3,300,0,0,30,0,3,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
104,AL1100-1.2x2.4T1.2,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-1.5mm,1.5,1200,2400,1.2,1230,1367,9000,48000,0.1,N2H,8,1.7,0,3,300,0,0,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
105,AL1100-1.2x2.4T1.5,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-1.5mm,1.5,1200,2400,1.5,1500,1667,9000,48000,0.1,N2H,8,1.7,0,3,300,0,0,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
106,AL1100-1.2x2.4T2.0,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-2.0mm,1.5,1200,2400,2,2050,2278,4500,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,3,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
107,AL1100-1.5x3.0T2.0,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-2.0mm,1.5,1500,3000,2,3400,3778,4500,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,3,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
108,AL1100-1.2x2.4T3.0,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-3.0mm,1.5,1200,2400,3,2864,3183,3000,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,3,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
109,AL1100-1.2x2.4T3.0CP,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-3.0mm,1.5,1200,2400,3,4555,5062,3000,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,3,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
110,AL1100-1.2x2.4T4.0,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-4.0mm,1.5,1200,2400,4,4950,5500,800,48000,1.5,N2,6.5,2.5,0,3,300,0,0,30,1,3,100,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
111,AL1100-1.2x2.4T5.0,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-5.0mm,1.5,1200,2400,5,5250,5834,900,48000,1.5,N2H,12,2.5,1,1.5,100,0,0,30,1,3,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
112,AL1100-1.2x2.4T6.0,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-6.0mm,1.5,1200,2400,6,5500,6112,600,48000,4,N2H,12,2.5,1,4,100,0,1,30,1,8,50,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
113,AL1100-1.2x2.4T10.0,แผ่นอลูมิเนียม AL 1100,ALUMINIUM-8.0mm,1.5,1200,2400,10,18800,20889,450,48000,4,N2H,13,3,1,4,100,0,1,30,1,8,50,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
114,AL5052-1.2x2.4T2.0,แผ่นอลูมิเนียม AL 5052,ALUMINIUM-2.0mm,1.5,1200,2400,2,3900,4334,4500,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,3,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
115,AL5052-1.2x2.4T3.0,แผ่นอลูมิเนียม AL 5052,ALUMINIUM-3.0mm,1.5,1200,2400,3,3400,3778,3000,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,3,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
116,AL5083-1.2x2.4T5.0,แผ่นอลูมิเนียม AL 5083,ALUMINIUM-5.0mm,1.5,1200,2400,5,16500,18334,900,48000,1.5,N2H,12,2.5,1,1.5,100,0,0,30,1,3,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
117,AL5083-1.5x3.0T5.0,แผ่นอลูมิเนียม AL 5083,ALUMINIUM-5.0mm,1.5,1500,3000,5,12600,14000,900,48000,1.5,N2H,12,2.5,1,1.5,100,0,0,30,1,3,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
118,AL5083-1.2x2.4T8.0,แผ่นอลูมิเนียม AL 5083,ALUMINIUM-8.0mm,1.5,1200,2400,8,13250,14723,450,48000,4,N2H,13,3,1,4,100,0,1,30,1,8,50,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
119,AL5083-1.2x2.4T9.0,แผ่นอลูมิเนียม AL 5083,ALUMINIUM-8.0mm,1.5,1200,2400,9,18800,20889,450,48000,4,N2H,13,3,1,4,100,0,1,30,1,8,50,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
120,BRASS-1.2x2.4T0.8,แผ่นทองเหลือง,SUS-0.8mm.,1.4,1200,2400,0.8,8000,8889,8000,48000,0.1,N2H,8,1.7,0,3,300,0,0,30,0,2,300,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
121,BRASS-1.2x2.4T1.5,แผ่นทองเหลือง,SUS-1.5mm.,1.4,1200,2400,1.5,20400,22667,4200,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,2,300,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
122,BRASS-0.6x1.2T2.0,แผ่นทองเหลือง,SUS-2.0mm.,1.4,600,1200,2,45500,50556,3000,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,2,300,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
123,BRASS-1.2x2.4T2.0,แผ่นทองเหลือง,SUS-2.0mm.,1.4,1200,2400,2,23000,25556,3000,48000,0.2,N2,6.5,2.5,0,3,300,0,0,30,0,2,300,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
124,BRASS-1.2x2.4T3.0,แผ่นทองเหลือง,SUS-3.0mm.,1.4,1200,2400,3,34000,37778,1700,48000,0.4,N2,7,2.5,0,3,300,0,0,30,1,3,500,0,0,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
125,BRASS-1.2x2.4T4.5,แผ่นทองเหลือง,SUS-5.0mm.,1.4,1200,2400,4.5,45000,50000,1400,48000,0.5,N2H,11,2.5,1,1,300,0,0.3,30,1,3,200,0,0.5,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
126,ACR-1.2x2.4T2.0CL,อะคริลิค,ACRYLIC-3mm,1.5,1200,2400,2,789,877,7000,48000,0.1,O2,8,1.7,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
127,ACR-1.2x2.4T3.0CL,อะคริลิค,ACRYLIC-3mm,1.5,1200,2400,3,1044,1160,7000,48000,0.1,O2,8,1.7,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
128,ACR-1.2x2.4T3.0MW,อะคริลิค,ACRYLIC-3mmกัดลาย,1.8,1200,2400,3,1076,1196,12000,48000,0.1,O2,1,1.7,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
129,ACR-1.2x2.4T5.0CL,อะคริลิค,ACRYLIC-6mm,2.5,1200,2400,5,1739,1933,5000,48000,0.1,O2,8,1.7,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
130,ACR-1.2x2.4T5.0BK,อะคริลิค,ACRYLIC-6mm,2.5,1200,2400,5,1829,2033,5000,48000,0.1,O2,8,1.7,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
131,ACR-1.2x2.4T6.0BK,อะคริลิค,ACRYLIC-6mm,2.5,1200,2400,6,2195,2439,5000,48000,0.1,O2,8,1.7,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,2700,100
132,ACR-1.2x2.4T8.0CL,อะคริลิค,ACRYLIC-10mm,1.5,1200,2400,8,2777,3086,2000,48000,0.1,O2,8,1.7,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,1000,100
133,ACR-1.2x2.4T10.0CL,อะคริลิค,ACRYLIC-10mm,1.5,1200,2400,10,3471,3857,2000,48000,0.1,O2,8,1.7,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,1000,100
134,ACR-1.2x2.4T10.0BK,อะคริลิค,ACRYLIC-10mm,1.5,1200,2400,10,3648,4054,2000,48000,0.1,O2,8,1.7,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,1000,100
135,ACR-1.2x2.4T15.0CL,อะคริลิค,ACRYLIC-15mm,2,1200,2400,15,5702,6336,1000,48000,0.1,O2,8,3,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,1000,100
136,ACR-1.2x2.4T20.0CL,อะคริลิค,ACRYLIC-20mm,2,1200,2400,20,7850,8723,800,48000,0.1,O2,8,3,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,1000,100
137,ACR-1.2x2.4T25.0CL,อะคริลิค,ACRYLIC-25mm,2,1200,2400,25,9899,10999,400,48000,0.1,O2,8,3,0,4,100,0,1,30,1,2,1000,0,0.3,10000,3,8,0,500000,1,8,150000,10000,0,3.5,1000,100
